"filename", "language", "TypeScript JSX", "JSON", "JSON with Comments", "CSS", "HTML", "Markdown", "TypeScript", "Properties", "JavaScript", "XML", "comment", "blank", "total"
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202224613.tsx", "TypeScript JSX", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 108
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202225300.tsx", "TypeScript JSX", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 124
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202225315.tsx", "TypeScript JSX", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 124
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202225653.tsx", "TypeScript JSX", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 116
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202225802.tsx", "TypeScript JSX", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 116
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202230502.tsx", "TypeScript JSX", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 118
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202230642.tsx", "TypeScript JSX", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 118
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/NewsDetail_20250130155853.tsx", "TypeScript JSX", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 117
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/NewsDetail_20250202165137.tsx", "TypeScript JSX", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 102
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/NewsDetail_20250202165350.tsx", "TypeScript JSX", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 102
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/README.md", "Markdown", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/index.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/package-lock.json", "JSON", 0, 4246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4247
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/package.json", "JSON", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/App.tsx", "TypeScript JSX", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 113
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/components/Layout.tsx", "TypeScript JSX", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 158
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/index.css", "CSS", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/main.tsx", "TypeScript JSX", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/pages/Dashboard.tsx", "TypeScript JSX", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 165
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/pages/Login.tsx", "TypeScript JSX", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 116
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/pages/NewsManagement.tsx", "TypeScript JSX", 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 359
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/src/pages/UserManagement.tsx", "TypeScript JSX", 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 326
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/tsconfig.json", "JSON with Comments", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/tsconfig.node.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/admin-frontend/vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/.eslintrc.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 26
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/.prettierrc", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/README.md", "Markdown", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 2, 21, 74
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/app.controller.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/app.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 1, 0, 58
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/app.module.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/app.module.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 1, 0, 61
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/app.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/app.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 1, 0, 20
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/auth.controller.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/auth.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 1, 0, 61
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/auth.module.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/auth.module.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 1, 0, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/auth.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 25
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/auth.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 1, 0, 123
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/jwt-auth.guard.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/jwt-auth.guard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 0, 18
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/jwt.strategy.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/jwt.strategy.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 1, 0, 51
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/local-auth.guard.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/local-auth.guard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 0, 18
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/local.strategy.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/local.strategy.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 0, 37
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/role.enum.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/role.enum.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 0, 11
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/roles.decorator.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/roles.decorator.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 8
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/roles.guard.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/auth/roles.guard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 1, 0, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/category/category.controller.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/category/category.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 1, 0, 82
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/category/category.module.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/category/category.module.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 1, 0, 29
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/category/category.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/category/category.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 1, 0, 63
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/dashboard/dashboard.controller.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/dashboard/dashboard.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 0, 36
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/dashboard/dashboard.module.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/dashboard/dashboard.module.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 0, 26
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/dashboard/dashboard.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/dashboard/dashboard.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 1, 0, 68
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/category.entity.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/category.entity.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 1, 0, 45
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/news.entity.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/news.entity.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 1, 0, 62
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/role.enum.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/role.enum.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 0, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/user-role-mapping.entity.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/user-role-mapping.entity.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 1, 0, 54
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/user.entity.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/entities/user.entity.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 1, 0, 66
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/main.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 0, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/news/news.controller.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/news/news.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 1, 0, 163
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/news/news.module.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/news/news.module.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 1, 0, 30
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/news/news.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/news/news.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 1, 0, 186
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/seed.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/seed.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 1, 0, 162
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/tsconfig.build.tsbuildinfo", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/users/users.controller.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/users/users.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 1, 0, 88
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/users/users.module.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/users/users.module.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 0, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/users/users.service.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/dist/users/users.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 1, 0, 129
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/nest-cli.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/package-lock.json", "JSON", 0, 10450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10451
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/package.json", "JSON", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/app.controller.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 5, 23
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/app.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/app.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 2, 49
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/app.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/auth.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/auth.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/auth.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 2, 23, 124
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/jwt-auth.guard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/jwt.strategy.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 4, 37
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/local-auth.guard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/local.strategy.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/role.enum.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/roles.decorator.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/auth/roles.guard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 6, 30
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/category/category.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 7, 45
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/category/category.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/category/category.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 10, 57
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/dashboard/dashboard.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/dashboard/dashboard.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/dashboard/dashboard.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/entities/category.entity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/entities/news.entity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 10, 36
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/entities/role.enum.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/entities/user-role-mapping.entity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/entities/user.entity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 11, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/main.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 4, 19
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/news/news.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 10, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/news/news.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/news/news.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 23, 184
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/seed.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 4, 18, 161
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/users/users.controller.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/users/users.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/src/users/users.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 1, 23, 132
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/test/app.e2e-spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/test/jest-e2e.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/tsconfig.build.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/backend/tsconfig.json", "JSON with Comments", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/README.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 21, 47
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/package-lock.json", "JSON", 0, 18274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18275
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/package.json", "JSON", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/public/index.html", "HTML", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 23, 1, 44
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/public/manifest.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/src/App.css", "CSS", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 6, 39
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/src/App.test.tsx", "TypeScript JSX", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/src/App.tsx", "TypeScript JSX", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 76
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/src/components/Navbar.tsx", "TypeScript JSX", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/frontend/src/components/ProtectedRoute.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
